id,domain,pmid,name,osEntrez
GO:0099056,CC,25556795,integral component of presynaptic membrane (GO:0099056),16510
GO:0099508,BP,25556795,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16510
GO:0099056,CC,14615029,integral component of presynaptic membrane (GO:0099056),16492
GO:0099055,CC,14615029,integral component of postsynaptic membrane (GO:0099055),16492
GO:0099056,CC,20857303,integral component of presynaptic membrane (GO:0099056),16502
GO:0099055,CC,20857303,integral component of postsynaptic membrane (GO:0099055),16504
GO:0099056,CC,20857303,integral component of presynaptic membrane (GO:0099056),16504
GO:0099508,BP,22615428,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16492
GO:0099569,CC,12160747,presynaptic cytoskeleton (GO:0099569),30960
GO:0099061,CC,3224275,integral component of postsynaptic density membrane (GO:0099061),20320
GO:0099557,BP,10759566,"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)",20320
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),20320
GO:0097060,CC,22389504,synaptic membrane (GO:0097060),20320
GO:0098793,CC,15208641,presynapse (GO:0098793),268882
GO:0098793,CC,19996097,presynapse (GO:0098793),268882
GO:0016082,BP,21040848,synaptic vesicle priming (GO:0016082),108124
GO:0048787,CC,11718992,presynaptic active zone membrane (GO:0048787),108124
GO:0098794,CC,20118925,postsynapse (GO:0098794),20619
GO:0098888,CC,15983999,extrinsic component of presynaptic membrane (GO:0098888),20614
GO:0016079,BP,17728451,synaptic vesicle exocytosis (GO:0016079),20614
GO:0008021,CC,10195194,synaptic vesicle (GO:0008021),20615
GO:2000300,BP,19217378,regulation of synaptic vesicle exocytosis (GO:2000300),20615
GO:0098993,CC,25643395,anchored component of synaptic vesicle membrane (GO:0098993),328778
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),80718
SYNGO:catabolic_presynapse_regulation,BP,29084947,regulation of protein catabolic process at presynapse,328778
GO:0048488,BP,20926670,synaptic vesicle endocytosis (GO:0048488),80718
GO:0098993,CC,12167638,anchored component of synaptic vesicle membrane (GO:0098993),19339
GO:0098993,CC,17110340,anchored component of synaptic vesicle membrane (GO:0098993),19339
GO:0098993,CC,17110340,anchored component of synaptic vesicle membrane (GO:0098993),69908
GO:0031630,BP,9194562,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),19339
GO:0098993,CC,8157621,anchored component of synaptic vesicle membrane (GO:0098993),67295
GO:0098831,CC,9252191,presynaptic active zone cytoplasmic component (GO:0098831),116837
GO:0016082,BP,21262469,synaptic vesicle priming (GO:0016082),116837
GO:0016081,BP,21241895,synaptic vesicle docking (GO:0016081),116837
GO:0098882,BP,21241895,structural constituent of active zone (GO:0098882),116837
GO:0045202,CC,24413018,synapse (GO:0045202),319468
GO:0099523,CC,24794094,presynaptic cytosol (GO:0099523),18752
GO:2000300,BP,24794094,regulation of synaptic vesicle exocytosis (GO:2000300),18752
GO:0099523,CC,21658591,presynaptic cytosol (GO:0099523),18750
GO:0099523,CC,21658591,presynaptic cytosol (GO:0099523),18751
GO:2000300,BP,21658591,regulation of synaptic vesicle exocytosis (GO:2000300),18750
GO:2000300,BP,21658591,regulation of synaptic vesicle exocytosis (GO:2000300),18751
GO:0098831,CC,27462810,presynaptic active zone cytoplasmic component (GO:0098831),116837
GO:0099523,CC,22745816,presynaptic cytosol (GO:0099523),13017
GO:0098831,CC,11163272,presynaptic active zone cytoplasmic component (GO:0098831),13017
GO:0016081,BP,26929012,synaptic vesicle docking (GO:0016081),13017
GO:0099524,CC,17534942,postsynaptic cytosol (GO:0099524),242662
GO:0045202,CC,11752468,synapse (GO:0045202),18805
GO:0099509,BP,23699505,regulation of presynaptic cytosolic calcium levels (GO:0099509),12568
GO:0016082,BP,17110441,synaptic vesicle priming (GO:0016082),20910
GO:0099061,CC,20678993,integral component of postsynaptic density membrane (GO:0099061),11941
GO:0099055,CC,17183553,integral component of postsynaptic membrane (GO:0099055),11941
GO:0099056,CC,17183553,integral component of presynaptic membrane (GO:0099056),320707
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),11941
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),67972
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),381290
GO:0098831,CC,9679147,presynaptic active zone cytoplasmic component (GO:0098831),12217
GO:0098831,CC,27537483,presynaptic active zone cytoplasmic component (GO:0098831),116837
GO:0098831,CC,10340516,presynaptic active zone cytoplasmic component (GO:0098831),12217
GO:0099523,CC,8481800,presynaptic cytosol (GO:0099523),18754
GO:0099171,BP,26625935,presynaptic modulation of chemical synaptic transmission (GO:0099171),18754
GO:0098831,CC,21712437,presynaptic active zone cytoplasmic component (GO:0098831),26875
GO:0098882,BP,26793095,structural constituent of active zone (GO:0098882),26875
GO:0099092,CC,11906216,"postsynaptic density, intracellular component (GO:0099092)",29867
GO:0098831,CC,27671655,presynaptic active zone cytoplasmic component (GO:0098831),231760
GO:0098882,BP,27671655,structural constituent of active zone (GO:0098882),231760
GO:0016082,BP,22753485,synaptic vesicle priming (GO:0016082),116838
GO:0016081,BP,21241895,synaptic vesicle docking (GO:0016081),116838
GO:0098831,CC,9252191,presynaptic active zone cytoplasmic component (GO:0098831),116838
GO:0099524,CC,19996097,postsynaptic cytosol (GO:0099524),268882
GO:0098831,CC,9679147,presynaptic active zone cytoplasmic component (GO:0098831),12217
GO:0098882,BP,21092861,structural constituent of active zone (GO:0098882),12217
GO:0098993,CC,7535880,anchored component of synaptic vesicle membrane (GO:0098993),13002
GO:0098693,BP,21092860,regulation of synaptic vesicle cycle (GO:0098693),12217
GO:0099641,BP,22451907,anterograde axonal protein transport (GO:0099641),235180
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),271457
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19344
GO:0099523,CC,25730884,presynaptic cytosol (GO:0099523),56695
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19345
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),77407
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19326
GO:0099524,CC,8263228,postsynaptic cytosol (GO:0099524),18753
GO:0098693,BP,8310297,regulation of synaptic vesicle cycle (GO:0098693),13002
GO:0099572,CC,21681748,postsynaptic specialization (GO:0099572),236915
GO:0099150,BP,17690689,regulation of postsynaptic specialization assembly (GO:0099150),236915
GO:0098882,BP,21241895,structural constituent of active zone (GO:0098882),116838
SYNGO:presyn_er_membrane_integral,CC,10096607,integral component of presynaptic ER membrane,16440
GO:0098695,BP,11117745,"inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)",16438
SYNGO:postsyn_ser_membrane_integral,CC,1311032,integral component of postsynaptic SER membrane,16438
SYNGO:presyn_ser_membrane_integral,CC,1311032,integral component of presynaptic SER membrane,16438
GO:0016082,BP,19176798,synaptic vesicle priming (GO:0016082),64051
GO:0090128,BP,12575951,regulation of synapse maturation (GO:0090128),66482
GO:0042734,CC,12763070,presynaptic membrane (GO:0042734),211446
GO:0099523,CC,26627835,presynaptic cytosol (GO:0099523),19057
GO:1900242,BP,26627835,regulation of synaptic vesicle endocytosis (GO:1900242),19057
GO:0099056,CC,10531438,integral component of presynaptic membrane (GO:0099056),268345
GO:0099508,BP,10482766,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),268345
GO:0099508,BP,10482766,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16502
GO:0099056,CC,15207333,integral component of presynaptic membrane (GO:0099056),99738
GO:0099055,CC,15207333,integral component of postsynaptic membrane (GO:0099055),99738
GO:0099508,BP,12592408,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),99738
GO:1905030,BP,12592408,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030),99738
GO:0099056,CC,14614103,integral component of presynaptic membrane (GO:0099056),99738
GO:0099056,CC,14614103,integral component of presynaptic membrane (GO:0099056),16502
GO:0099056,CC,14614103,integral component of presynaptic membrane (GO:0099056),16485
GO:0099055,CC,14614103,integral component of postsynaptic membrane (GO:0099055),16485
GO:0099055,CC,14614103,integral component of postsynaptic membrane (GO:0099055),16502
GO:0099056,CC,14614103,integral component of presynaptic membrane (GO:0099056),16490
GO:0099055,CC,14614103,integral component of postsynaptic membrane (GO:0099055),16490
GO:0099056,CC,14614103,integral component of presynaptic membrane (GO:0099056),16491
GO:0099055,CC,14614103,integral component of postsynaptic membrane (GO:0099055),16491
GO:0099055,CC,14614103,integral component of postsynaptic membrane (GO:0099055),99738
GO:0099508,BP,8126562,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16485
GO:1905030,BP,8126562,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030),16485
GO:0099508,BP,12777451,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16490
GO:1905030,BP,12777451,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030),16490
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19325
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19342
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19341
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),68365
GO:0099524,CC,9144248,postsynaptic cytosol (GO:0099524),14265
GO:0099523,CC,19193898,presynaptic cytosol (GO:0099523),14265
GO:0099577,BP,24709664,"regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)",14265
GO:0099578,BP,12032354,"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)",14265
GO:0045202,CC,20669324,synapse (GO:0045202),14251
GO:0051580,BP,21399631,regulation of neurotransmitter uptake (GO:0051580),14251
GO:0098999,CC,24261326,extrinsic component of postsynaptic endosome membrane (GO:0098999),56440
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),19349
GO:0098793,CC,20926670,presynapse (GO:0098793),235442
GO:0045202,CC,24876496,synapse (GO:0045202),17274
GO:0045202,CC,24876496,synapse (GO:0045202),76308
GO:0098793,CC,23622064,presynapse (GO:0098793),19324
GO:1903742,BP,20547129,regulation of anterograde synaptic vesicle transport (GO:1903742),67166
GO:0098793,CC,20926670,presynapse (GO:0098793),19346
GO:0098793,CC,20926670,presynapse (GO:0098793),270192
GO:0099061,CC,8104433,integral component of postsynaptic density membrane (GO:0099061),14816
GO:0098872,BP,11487615,G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872),14816
GO:0098794,CC,9069286,postsynapse (GO:0098794),74053
GO:0099055,CC,8758956,integral component of postsynaptic membrane (GO:0099055),108071
GO:0098794,CC,26972007,postsynapse (GO:0098794),192176
GO:0014069,CC,10433269,postsynaptic density (GO:0014069),26556
GO:0014069,CC,24530450,postsynaptic density (GO:0014069),26557
GO:0014069,CC,24530450,postsynaptic density (GO:0014069),26558
GO:0098871,CC,25220605,postsynaptic actin cytoskeleton (GO:0098871),70598
GO:0098871,CC,15548644,postsynaptic actin cytoskeleton (GO:0098871),13043
GO:0098871,CC,22262902,postsynaptic actin cytoskeleton (GO:0098871),30785
GO:1905274,BP,22262902,regulation of modification of postsynaptic actin cytoskeleton (GO:1905274),30785
GO:0099010,BP,25220605,modification of postsynaptic structure (GO:0099010),70598
GO:0098998,CC,20098723,extrinsic component of postsynaptic early endosome membrane (GO:0098998),54645
GO:0098871,CC,8929425,postsynaptic actin cytoskeleton (GO:0098871),56320
GO:0098880,BP,21145003,maintenance of postsynaptic specialization structure (GO:0098880),54725
GO:0099055,CC,26687224,integral component of postsynaptic membrane (GO:0099055),54725
GO:0098793,CC,25123431,presynapse (GO:0098793),12361
GO:2000300,BP,17287346,regulation of synaptic vesicle exocytosis (GO:2000300),12361
GO:0098892,CC,10399937,extrinsic component of postsynaptic specialization membrane (GO:0098892),53324
GO:0099056,CC,15741237,integral component of presynaptic membrane (GO:0099056),94332
GO:0098962,BP,11418862,regulation of postsynaptic neurotransmitter receptor activity (GO:0098962),26556
GO:0099524,CC,24530450,postsynaptic cytosol (GO:0099524),26556
GO:0098993,CC,20926670,anchored component of synaptic vesicle membrane (GO:0098993),59021
GO:0045202,CC,24876496,synapse (GO:0045202),216344
GO:0098793,CC,20926670,presynapse (GO:0098793),19338
GO:0045202,CC,24876496,synapse (GO:0045202),19330
GO:0048490,BP,18849981,anterograde synaptic vesicle transport (GO:0048490),228355
GO:0098794,CC,17301176,postsynapse (GO:0098794),11487
GO:0099072,BP,23511975,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),18759
GO:0099524,CC,2202488,postsynaptic cytosol (GO:0099524),18752
GO:0099149,BP,11733061,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),19058
GO:0099055,CC,18410519,integral component of postsynaptic membrane (GO:0099055),13844
GO:0099056,CC,18410519,integral component of presynaptic membrane (GO:0099056),13844
GO:0099056,CC,18410519,integral component of presynaptic membrane (GO:0099056),13838
GO:0099055,CC,18410519,integral component of postsynaptic membrane (GO:0099055),13838
GO:0048786,CC,23622064,presynaptic active zone (GO:0048786),14251
GO:0099029,CC,23622064,anchored component of presynaptic active zone membrane (GO:0099029),14252
GO:0098937,BP,27993509,anterograde dendritic transport (GO:0098937),14252
GO:0045202,CC,21797867,synapse (GO:0045202),14252
GO:0097444,CC,10701442,spine apparatus (GO:0097444),104027
GO:0016081,BP,25374362,synaptic vesicle docking (GO:0016081),22318
GO:0099170,BP,12928494,postsynaptic modulation of chemical synaptic transmission (GO:0099170),104027
GO:0099566,BP,25164660,regulation of postsynaptic cytosolic calcium levels (GO:0099566),104027
GO:0098890,CC,21041412,extrinsic component of postsynaptic membrane (GO:0098890),12929
GO:0098698,BP,21041412,postsynaptic specialization assembly (GO:0098698),12929
GO:0016082,BP,24944211,synaptic vesicle priming (GO:0016082),22317
GO:0045202,CC,24413018,synapse (GO:0045202),19058
GO:0099523,CC,25953899,presynaptic cytosol (GO:0099523),18195
GO:0099504,BP,9728921,synaptic vesicle cycle (GO:0099504),18195
GO:0099026,CC,7698978,anchored component of presynaptic membrane (GO:0099026),20614
GO:0016079,BP,8103915,synaptic vesicle exocytosis (GO:0016079),20614
GO:0030285,CC,3380805,integral component of synaptic vesicle membrane (GO:0030285),22317
GO:0031630,BP,21282288,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),22317
GO:0051963,BP,17122040,regulation of synapse assembly (GO:0051963),13844
GO:0099072,BP,11754836,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),13642
GO:0097104,BP,11136979,postsynaptic membrane assembly (GO:0097104),13844
GO:0099056,CC,17912742,integral component of presynaptic membrane (GO:0099056),226922
GO:0099508,BP,21666672,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),226922
GO:0099056,CC,19558451,integral component of presynaptic membrane (GO:0099056),16519
GO:0099056,CC,19558451,integral component of presynaptic membrane (GO:0099056),16522
GO:0099056,CC,19558451,integral component of presynaptic membrane (GO:0099056),16524
GO:0099508,BP,7576657,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16519
GO:0099508,BP,10956667,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),16522
GO:0099505,BP,10956667,regulation of presynaptic membrane potential (GO:0099505),16524
GO:0030285,CC,17110340,integral component of synaptic vesicle membrane (GO:0030285),22318
GO:0016079,BP,1331807,synaptic vesicle exocytosis (GO:0016079),22318
GO:0099067,CC,22406549,integral component of presynaptic endosome membrane (GO:0099067),53330
GO:1900242,BP,26607000,regulation of synaptic vesicle endocytosis (GO:1900242),53330
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),12330
GO:0099055,CC,23851254,integral component of postsynaptic membrane (GO:0099055),12330
GO:0048488,BP,21747946,synaptic vesicle endocytosis (GO:0048488),12330
GO:0098891,CC,23622064,extrinsic component of presynaptic active zone membrane (GO:0098891),18673
GO:0048786,CC,23622064,presynaptic active zone (GO:0048786),12034
GO:0014069,CC,17623647,postsynaptic density (GO:0014069),18673
GO:0014069,CC,17623647,postsynaptic density (GO:0014069),12034
GO:0098883,BP,12496762,synapse disassembly (GO:0098883),13838
GO:0016189,BP,17004320,synaptic vesicle to endosome fusion (GO:0016189),53330
GO:0030285,CC,8404846,integral component of synaptic vesicle membrane (GO:0030285),107767
GO:0098793,CC,28111082,presynapse (GO:0098793),20528
GO:0098694,BP,28111082,regulation of synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0098694),20528
GO:0099626,BP,26402606,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626),207777
GO:0098831,CC,22174254,presynaptic active zone cytoplasmic component (GO:0098831),
GO:0099056,CC,26687224,integral component of presynaptic membrane (GO:0099056),54725
GO:0099150,BP,27986928,regulation of postsynaptic specialization assembly (GO:0099150),73340
GO:0099645,BP,10399937,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),53324
GO:0098831,CC,21712437,presynaptic active zone cytoplasmic component (GO:0098831),26875
GO:1900242,BP,25057210,regulation of synaptic vesicle endocytosis (GO:1900242),56807
GO:0098850,CC,6404912,extrinsic component of synaptic vesicle membrane (GO:0098850),20964
GO:0098693,BP,8794863,regulation of synaptic vesicle cycle (GO:0098693),20964
GO:0030285,CC,14596849,integral component of synaptic vesicle membrane (GO:0030285),20955
GO:0016189,BP,26607000,synaptic vesicle to endosome fusion (GO:0016189),53330
GO:0099061,CC,17335981,integral component of postsynaptic density membrane (GO:0099061),432530
GO:0099056,CC,17335981,integral component of presynaptic membrane (GO:0099056),11514
GO:0099171,BP,9547227,presynaptic modulation of chemical synaptic transmission (GO:0099171),432530
GO:0050804,BP,14585998,modulation of chemical synaptic transmission (GO:0050804),11514
GO:0045202,CC,23303958,synapse (GO:0045202),241770
GO:0050807,BP,23303958,regulation of synapse organization (GO:0050807),242662
GO:0050807,BP,23303958,regulation of synapse organization (GO:0050807),241770
GO:0098831,CC,12391317,presynaptic active zone cytoplasmic component (GO:0098831),111173
GO:0098831,CC,12391317,presynaptic active zone cytoplasmic component (GO:0098831),238988
GO:0016082,BP,27253063,synaptic vesicle priming (GO:0016082),111173
GO:0016082,BP,19874790,synaptic vesicle priming (GO:0016082),238988
GO:0099509,BP,25209271,regulation of presynaptic cytosolic calcium levels (GO:0099509),111173
GO:0099056,CC,7751957,integral component of presynaptic membrane (GO:0099056),104245
GO:0098793,CC,10931840,presynapse (GO:0098793),12298
GO:0099524,CC,15673667,postsynaptic cytosol (GO:0099524),108100
GO:0099523,CC,15673667,presynaptic cytosol (GO:0099523),108100
SYNGO:presyn_mitochondria,CC,28286321,presynaptic mitochondria,12261
GO:0048786,CC,23622064,presynaptic active zone (GO:0048786),12261
GO:0099149,BP,19160501,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),13642
GO:0098793,CC,23622064,presynapse (GO:0098793),66049
GO:0099054,BP,19915143,presynapse assembly (GO:0099054),13642
GO:0099029,CC,19339603,anchored component of presynaptic active zone membrane (GO:0099029),12293
GO:0098793,CC,19755421,presynapse (GO:0098793),12934
GO:0045202,CC,17110340,synapse (GO:0045202),13852
GO:0099054,BP,16818724,presynapse assembly (GO:0099054),13542
GO:0030285,CC,20053882,integral component of synaptic vesicle membrane (GO:0030285),105853
GO:0030285,CC,25176177,integral component of synaptic vesicle membrane (GO:0030285),231290
GO:0097091,BP,20332206,synaptic vesicle clustering (GO:0097091),26875
GO:0098831,CC,20176924,presynaptic active zone cytoplasmic component (GO:0098831),
GO:0007416,BP,20176924,synapse assembly (GO:0007416),
GO:0050807,BP,22262902,regulation of synapse organization (GO:0050807),30785
GO:0099162,BP,25176177,regulation of synaptic vesicle neurotransmitter loading (GO:0099162),231290
GO:0098793,CC,19996312,presynapse (GO:0098793),12295
GO:0030285,CC,11182090,integral component of synaptic vesicle membrane (GO:0030285),12725
GO:0099091,CC,9714149,"postsynaptic specialization, intracellular component (GO:0099091)",268566
GO:0099091,CC,19955355,"postsynaptic specialization, intracellular component (GO:0099091)",268566
GO:0099645,BP,8264797,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),268566
GO:0099645,BP,10531433,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),268566
GO:0099056,CC,19915143,integral component of presynaptic membrane (GO:0099056),13641
GO:0098831,CC,22745816,presynaptic active zone cytoplasmic component (GO:0098831),13016
GO:0098831,CC,22745816,presynaptic active zone cytoplasmic component (GO:0098831),13017
GO:0099054,BP,19915143,presynapse assembly (GO:0099054),13641
GO:0099526,BP,25652077,presynapse to nucleus signaling pathway (GO:0099526),13016
GO:0097401,BP,11182090,synaptic vesicle proton loading (GO:0097401),12725
GO:0099055,CC,17046694,integral component of postsynaptic membrane (GO:0099055),12725
GO:0099056,CC,7993621,integral component of presynaptic membrane (GO:0099056),12287
GO:0099059,CC,22683683,integral component of presynaptic active zone membrane (GO:0099059),12286
GO:0099055,CC,18067152,integral component of postsynaptic membrane (GO:0099055),12288
GO:0099056,CC,23015445,integral component of presynaptic membrane (GO:0099056),12290
GO:0099059,CC,21358644,integral component of presynaptic active zone membrane (GO:0099059),58226
GO:0099056,CC,17220883,integral component of presynaptic membrane (GO:0099056),232975
GO:0099056,CC,19915143,integral component of presynaptic membrane (GO:0099056),13642
GO:0099061,CC,14699416,integral component of postsynaptic density membrane (GO:0099061),13642
GO:0099061,CC,26479588,integral component of postsynaptic density membrane (GO:0099061),13643
GO:0099056,CC,16571754,integral component of presynaptic membrane (GO:0099056),13643
GO:0099061,CC,16990550,integral component of postsynaptic density membrane (GO:0099061),11496
GO:0099092,CC,10939335,"postsynaptic density, intracellular component (GO:0099092)",238276
GO:0099072,BP,27993509,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),14252
GO:0045202,CC,16452087,synapse (GO:0045202),51886
GO:0098882,BP,27537483,structural constituent of active zone (GO:0098882),116837
GO:0098882,BP,27537483,structural constituent of active zone (GO:0098882),116838
GO:0098882,BP,27537483,structural constituent of active zone (GO:0098882),111173
GO:0098882,BP,27537483,structural constituent of active zone (GO:0098882),238988
GO:0099149,BP,19169250,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),238276
GO:0043083,CC,22637583,synaptic cleft (GO:0043083),11816
GO:0098793,CC,23820808,presynapse (GO:0098793),23821
GO:1900242,BP,27840001,regulation of synaptic vesicle endocytosis (GO:1900242),11461
GO:0098882,BP,26793095,structural constituent of active zone (GO:0098882),12217
GO:0099626,BP,25741235,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626),12286
GO:0099059,CC,23622064,integral component of presynaptic active zone membrane (GO:0099059),234267
GO:0098793,CC,23622064,presynapse (GO:0098793),57294
GO:0045202,CC,16452087,synapse (GO:0045202),70675
GO:0098794,CC,9756850,postsynapse (GO:0098794),380785
GO:0098693,BP,24254883,regulation of synaptic vesicle cycle (GO:0098693),12569
GO:0099143,CC,9875357,presynaptic actin cytoskeleton (GO:0099143),11465
GO:0099092,CC,23671101,"postsynaptic density, intracellular component (GO:0099092)",382253
GO:0099056,CC,24870235,integral component of presynaptic membrane (GO:0099056),170571
GO:0099092,CC,15894489,"postsynaptic density, intracellular component (GO:0099092)",58234
GO:0014069,CC,11083927,postsynaptic density (GO:0014069),13497
GO:0098794,CC,17024188,postsynapse (GO:0098794),208922
GO:0099523,CC,21471000,presynaptic cytosol (GO:0099523),15384
GO:0045202,CC,11438699,synapse (GO:0045202),76884
GO:0098794,CC,27770568,postsynapse (GO:0098794),23879
GO:0098794,CC,24050404,postsynapse (GO:0098794),20430
GO:0098794,CC,24464040,postsynapse (GO:0098794),19088
GO:0050804,BP,9054501,modulation of chemical synaptic transmission (GO:0050804),19085
GO:0098693,BP,8548807,regulation of synaptic vesicle cycle (GO:0098693),19085
GO:0050804,BP,7568030,modulation of chemical synaptic transmission (GO:0050804),19085
GO:0050804,BP,15255994,modulation of chemical synaptic transmission (GO:0050804),19087
GO:0050804,BP,15483123,modulation of chemical synaptic transmission (GO:0050804),19088
GO:0045202,CC,24413018,synapse (GO:0045202),19084
GO:0045202,CC,24413018,synapse (GO:0045202),19085
GO:0045202,CC,24413018,synapse (GO:0045202),19087
GO:0098793,CC,22275477,presynapse (GO:0098793),13837
GO:0099060,CC,11414792,integral component of postsynaptic specialization membrane (GO:0099060),13841
GO:2000300,BP,17803915,regulation of synaptic vesicle exocytosis (GO:2000300),72194
GO:0016079,BP,11150314,synaptic vesicle exocytosis (GO:0016079),208898
GO:0098793,CC,23658173,presynapse (GO:0098793),208898
GO:0099055,CC,23015445,integral component of postsynaptic membrane (GO:0099055),12290
GO:1905274,BP,24050404,regulation of modification of postsynaptic actin cytoskeleton (GO:1905274),20430
GO:0099635,BP,7832825,voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels (GO:0099635),12287
GO:0099055,CC,21358644,integral component of postsynaptic membrane (GO:0099055),58226
GO:0099025,CC,19339603,anchored component of postsynaptic membrane (GO:0099025),12293
GO:0014069,CC,17304222,postsynaptic density (GO:0014069),11308
GO:0098794,CC,26554012,postsynapse (GO:0098794),15568
GO:0099523,CC,9742138,presynaptic cytosol (GO:0099523),15114
GO:0045202,CC,23201251,synapse (GO:0045202),110877
GO:0098882,BP,26929012,structural constituent of active zone (GO:0098882),13017
GO:0050804,BP,10482244,modulation of chemical synaptic transmission (GO:0050804),432530
GO:0050804,BP,10482244,modulation of chemical synaptic transmission (GO:0050804),11514
GO:0030285,CC,8753875,integral component of synaptic vesicle membrane (GO:0030285),214084
GO:0098794,CC,8753875,postsynapse (GO:0098794),214084
GO:0098700,BP,9427251,synaptic vesicle neurotransmitter loading (GO:0098700),214084
GO:0008021,CC,11809763,synaptic vesicle (GO:0008021),235380
GO:0098992,CC,25248098,neuronal dense core vesicle (GO:0098992),235380
GO:0099524,CC,17298601,postsynaptic cytosol (GO:0099524),18797
GO:0098794,CC,24050404,postsynapse (GO:0098794),50884
GO:0045202,CC,28252024,synapse (GO:0045202),15569
GO:0050807,BP,15385157,regulation of synapse organization (GO:0050807),50884
GO:0045202,CC,24534009,synapse (GO:0045202),269523
GO:0050807,BP,22105171,regulation of synapse organization (GO:0050807),269523
GO:0045202,CC,16635246,synapse (GO:0045202),269523
GO:0098965,CC,10594644,extracellular matrix of synaptic cleft (GO:0098965),11603
GO:0045202,CC,16635246,synapse (GO:0045202),11603
GO:0050807,BP,19524020,regulation of synapse organization (GO:0050807),11603
GO:0098793,CC,14530279,presynapse (GO:0098793),27062
GO:0050807,BP,19442733,regulation of synapse organization (GO:0050807),17257
GO:0099525,BP,25719439,presynaptic dense core vesicle exocytosis (GO:0099525),27062
GO:0016082,BP,18022372,synaptic vesicle priming (GO:0016082),27062
GO:0098793,CC,14715936,presynapse (GO:0098793),320405
GO:0048488,BP,26731518,synaptic vesicle endocytosis (GO:0048488),11845
GO:0099524,CC,26780512,postsynaptic cytosol (GO:0099524),19211
GO:0045202,CC,24474471,synapse (GO:0045202),241656
SYNGO:translation_postsynapse_regulation,BP,25692578,regulation of protein translation at postsynapse,15572
GO:0014069,CC,15182717,postsynaptic density (GO:0014069),18479
GO:0014069,CC,15182717,postsynaptic density (GO:0014069),224105
GO:0014069,CC,15182717,postsynaptic density (GO:0014069),18481
GO:0098794,CC,27770568,postsynapse (GO:0098794),14359
GO:0098794,CC,21186356,postsynapse (GO:0098794),23805
