id,domain,pmid,name,osEntrez
GO:0099149,BP,23918399,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),23969
GO:0098794,CC,21496646,postsynapse (GO:0098794),67979
GO:0099149,BP,18987319,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),104015
GO:0099634,CC,21209184,postsynaptic specialization membrane (GO:0099634),15481
GO:0098880,BP,21209184,maintenance of postsynaptic specialization structure (GO:0098880),15481
GO:0045202,CC,10362251,synapse (GO:0045202),22343
GO:0099149,BP,21496646,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),67979
GO:0050804,BP,23918399,modulation of chemical synaptic transmission (GO:0050804),23970
GO:0098843,CC,28855251,postsynaptic endocytic zone (GO:0098843),18693
GO:0099149,BP,28855251,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),18693
GO:0098793,CC,16595675,presynapse (GO:0098793),68566
GO:0098880,BP,24966368,maintenance of postsynaptic specialization structure (GO:0098880),94190
GO:0048786,CC,27907191,presynaptic active zone (GO:0048786),223435
GO:0099149,BP,26077708,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),69727
GO:0048488,BP,29262337,synaptic vesicle endocytosis (GO:0048488),231570
GO:0016182,BP,29262337,synaptic vesicle budding from endosome (GO:0016182),231570
GO:0099173,BP,22445341,postsynapse organization (GO:0099173),29811
GO:0099149,BP,26621723,regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149),18222
GO:0150052,BP,16394100,regulation of postsynapse assembly (GO:0150052),18222
GO:0099056,CC,23840801,integral component of presynaptic membrane (GO:0099056),101772
GO:0099056,CC,19474308,integral component of presynaptic membrane (GO:0099056),243634
GO:0099072,BP,29395912,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),56457
GO:0045202,CC,28957665,synapse (GO:0045202),12565
GO:0051963,BP,28641114,regulation of synapse assembly (GO:0051963),12387
GO:0099645,BP,28279354,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),269788
GO:0048488,BP,28231467,synaptic vesicle endocytosis (GO:0048488),13367
GO:0098794,CC,28065648,postsynapse (GO:0098794),381921
SYNGO:presyn_ribosome,CC,27764673,presynaptic ribosome,20104
GO:0150052,BP,28185854,regulation of postsynapse assembly (GO:0150052),442801
GO:0099175,BP,23826333,regulation of postsynapse organization (GO:0099175),59036
SYNGO:translation_postsynapse_regulation,BP,20427644,regulation of protein translation at postsynapse,13631
GO:0098794,CC,24895134,postsynapse (GO:0098794),19329
GO:0098794,CC,15198677,postsynapse (GO:0098794),99371
GO:0045202,CC,15228590,synapse (GO:0045202),12005
GO:0045202,CC,12427555,synapse (GO:0045202),76960
GO:0099560,BP,28957665,synapse adhesion between pre- and post-synapse (GO:0099560),320873
GO:0099560,BP,28957665,synapse adhesion between pre- and post-synapse (GO:0099560),12563
GO:0099560,BP,28957665,synapse adhesion between pre- and post-synapse (GO:0099560),12565
GO:0045202,CC,28957665,synapse (GO:0045202),12563
GO:0045202,CC,28957665,synapse (GO:0045202),320873
GO:0051963,BP,28641114,regulation of synapse assembly (GO:0051963),56013
GO:0098794,CC,25771685,postsynapse (GO:0098794),20404
GO:0098974,BP,25771685,postsynaptic actin cytoskeleton organization (GO:0098974),20404
GO:0098974,BP,25771685,postsynaptic actin cytoskeleton organization (GO:0098974),56013
GO:0043083,CC,10399937,synaptic cleft (GO:0043083),53324
GO:0099056,CC,23958595,integral component of presynaptic membrane (GO:0099056),20518
GO:0099576,BP,15809437,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)",230904
GO:0099092,CC,9768844,"postsynaptic density, intracellular component (GO:0099092)",243547
GO:0098919,BP,17687028,structural constituent of postsynaptic density (GO:0098919),18163
GO:0099072,BP,17687028,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),18163
GO:0099175,BP,23083742,regulation of postsynapse organization (GO:0099175),11487
SYNGO:catabolic_postsynapse,BP,23083742,protein catabolic process at postsynapse,19164
GO:0099175,BP,23083742,regulation of postsynapse organization (GO:0099175),19164
SYNGO:catabolic_postsynapse,BP,23083742,protein catabolic process at postsynapse,19165
GO:0099175,BP,23083742,regulation of postsynapse organization (GO:0099175),19165
GO:0099072,BP,26334723,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),228136
GO:0098884,BP,15629704,postsynaptic neurotransmitter receptor endocytosis (GO:0098884),271457
GO:0099572,CC,28279354,postsynaptic specialization (GO:0099572),269788
GO:0098884,BP,26776730,postsynaptic neurotransmitter receptor endocytosis (GO:0098884),227700
GO:0150050,CC,28065648,postsynaptic septin cytoskeleton (GO:0150050),235072
GO:0099186,BP,28065648,structural constituent of postsynapse (GO:0099186),235072
GO:0099175,BP,28065648,regulation of postsynapse organization (GO:0099175),381921
GO:0098794,CC,28185854,postsynapse (GO:0098794),442801
GO:0048787,CC,19187093,presynaptic active zone membrane (GO:0048787),22333
GO:0099061,CC,10208569,integral component of postsynaptic density membrane (GO:0099061),22333
GO:0099010,BP,26844834,modification of postsynaptic structure (GO:0099010),215449
GO:0099170,BP,28069946,postsynaptic modulation of chemical synaptic transmission (GO:0099170),22418
GO:0098794,CC,20335472,postsynapse (GO:0098794),59036
GO:0099175,BP,20335472,regulation of postsynapse organization (GO:0099175),59036
GO:0099175,BP,23826333,regulation of postsynapse organization (GO:0099175),13542
GO:0099175,BP,23826333,regulation of postsynapse organization (GO:0099175),244667
GO:0014069,CC,16736468,postsynaptic density (GO:0014069),244667
GO:0098793,CC,16736468,presynapse (GO:0098793),244667
SYNGO:translation_postsynapse,BP,20427644,protein translation at postsynapse,13629
GO:0014069,CC,25232112,postsynaptic density (GO:0014069),71228
GO:0098794,CC,25851601,postsynapse (GO:0098794),210293
GO:0098831,CC,15728193,presynaptic active zone cytoplasmic component (GO:0098831),13017
GO:0098882,BP,26929012,structural constituent of active zone (GO:0098882),13017
GO:0098794,CC,24895134,postsynapse (GO:0098794),20909
GO:0098793,CC,15198677,presynapse (GO:0098793),99371
GO:0099173,BP,25232112,postsynapse organization (GO:0099173),71228
GO:0099175,BP,25851601,regulation of postsynapse organization (GO:0099175),12540
GO:0099175,BP,25851601,regulation of postsynapse organization (GO:0099175),73178
GO:0099175,BP,25851601,regulation of postsynapse organization (GO:0099175),18481
GO:0098794,CC,11595038,postsynapse (GO:0098794),13169
GO:0098793,CC,11595038,presynapse (GO:0098793),13169
GO:0098973,BP,18829961,structural constituent of postsynaptic actin cytoskeleton (GO:0098973),13169
GO:0098974,BP,18829961,postsynaptic actin cytoskeleton organization (GO:0098974),13169
GO:0099060,CC,15174078,integral component of postsynaptic specialization membrane (GO:0099060),14401
GO:0098794,CC,11134639,postsynapse (GO:0098794),109624
GO:0098794,CC,11134639,postsynapse (GO:0098794),71994
GO:0042135,BP,20626558,neurotransmitter catabolic process (GO:0042135),12846
GO:0098794,CC,7617303,postsynapse (GO:0098794),12846
GO:0099547,BP,18716208,"regulation of translation at synapse, modulating synaptic transmission (GO:0099547)",12877
GO:0014069,CC,9856468,postsynaptic density (GO:0014069),12877
GO:0098794,CC,11980711,postsynapse (GO:0098794),51786
GO:0014069,CC,11980711,postsynaptic density (GO:0014069),20878
GO:0014069,CC,11980711,postsynaptic density (GO:0014069),21335
GO:0098794,CC,11980711,postsynapse (GO:0098794),13684
GO:0099092,CC,11160391,"postsynaptic density, intracellular component (GO:0099092)",56724
GO:0099151,BP,10570482,regulation of postsynaptic density assembly (GO:0099151),56724
GO:0099060,CC,14608003,integral component of postsynaptic specialization membrane (GO:0099060),16500
GO:0099055,CC,18076085,integral component of postsynaptic membrane (GO:0099055),16518
GO:0099055,CC,25565979,integral component of postsynaptic membrane (GO:0099055),140492
GO:0099055,CC,25565979,integral component of postsynaptic membrane (GO:0099055),140492
GO:0099645,BP,27839998,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),19400
GO:0098879,BP,27839998,structural constituent of postsynaptic specialization (GO:0098879),19400
GO:0098964,BP,16418534,anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964),29819
GO:0099170,BP,15590926,postsynaptic modulation of chemical synaptic transmission (GO:0099170),18747
GO:0150043,BP,17189701,structural constituent of synapse-associated extracellular matrix (GO:0150043),16779
GO:0098794,CC,12650982,postsynapse (GO:0098794),29816
GO:0099173,BP,28663723,postsynapse organization (GO:0099173),29816
GO:0098885,BP,19890013,modification of postsynaptic actin cytoskeleton (GO:0098885),228550
GO:0098871,CC,19890013,postsynaptic actin cytoskeleton (GO:0098871),228550
GO:0099061,CC,24211303,integral component of postsynaptic density membrane (GO:0099061),16498
GO:0098794,CC,12063253,postsynapse (GO:0098794),231003
SYNGO:catabolic_postsynapse_regulation,BP,17062563,regulation of protein catabolic process at postsynapse,231003
SYNGO:catabolic_postsynapse_regulation,BP,17062563,regulation of protein catabolic process at postsynapse,26554
GO:0099059,CC,15174078,integral component of presynaptic active zone membrane (GO:0099059),14401
GO:0043083,CC,27133466,synaptic cleft (GO:0043083),226359
GO:0043083,CC,27133466,synaptic cleft (GO:0043083),227580
GO:0099645,BP,27133466,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),226359
GO:0099645,BP,27133466,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),227580
GO:0098794,CC,17455301,postsynapse (GO:0098794),14025
GO:0099092,CC,16092937,"postsynaptic density, intracellular component (GO:0099092)",192119
GO:0014069,CC,22897173,postsynaptic density (GO:0014069),14000
GO:0014069,CC,22897173,postsynaptic density (GO:0014069),94223
GO:0043083,CC,25611509,synaptic cleft (GO:0043083),23829
GO:0090128,BP,25611509,regulation of synapse maturation (GO:0090128),226359
GO:0014069,CC,12711090,postsynaptic density (GO:0014069),13631
GO:0098871,CC,24239382,postsynaptic actin cytoskeleton (GO:0098871),70394
GO:0099056,CC,25996636,integral component of presynaptic membrane (GO:0099056),14745
GO:0099061,CC,25611509,integral component of postsynaptic density membrane (GO:0099061),210933
GO:1905806,BP,25611509,regulation of synapse disassembly (GO:1905806),210933
GO:0099031,CC,12415013,anchored component of postsynaptic density membrane (GO:0099031),211134
GO:0150052,BP,26490870,regulation of postsynapse assembly (GO:0150052),211134
GO:0014069,CC,16522626,postsynaptic density (GO:0014069),241638
GO:0150052,BP,27252646,regulation of postsynapse assembly (GO:0150052),241638
GO:0014069,CC,1403099,postsynaptic density (GO:0014069),110355
GO:0098793,CC,1403099,presynapse (GO:0098793),110355
GO:0014069,CC,1403099,postsynaptic density (GO:0014069),320129
GO:0098793,CC,1403099,presynapse (GO:0098793),320129
GO:0098926,BP,27886171,postsynaptic signaling pathway (GO:0098926),216869
GO:0050804,BP,27886171,modulation of chemical synaptic transmission (GO:0050804),216869
GO:0050804,BP,12093164,modulation of chemical synaptic transmission (GO:0050804),19242
GO:0099056,CC,21666672,integral component of presynaptic membrane (GO:0099056),226922
GO:0150045,BP,26311509,regulation of synaptic signaling by nitric oxide (GO:0150045),22418
GO:0099150,BP,19332546,regulation of postsynaptic specialization assembly (GO:0099150),22418
GO:0098974,BP,21297961,postsynaptic actin cytoskeleton organization (GO:0098974),170758
GO:0098794,CC,21865452,postsynapse (GO:0098794),13728
GO:0099175,BP,22807451,regulation of postsynapse organization (GO:0099175),13728
GO:0098926,BP,24431436,postsynaptic signaling pathway (GO:0098926),18015
GO:0099175,BP,22105171,regulation of postsynapse organization (GO:0099175),18015
GO:0099159,BP,24431436,regulation of modification of postsynaptic structure (GO:0099159),18015
GO:0098794,CC,11454415,postsynapse (GO:0098794),20741
GO:0098794,CC,11454415,postsynapse (GO:0098794),20740
GO:0098885,BP,21297961,modification of postsynaptic actin cytoskeleton (GO:0098885),20741
GO:0050804,BP,26311509,modulation of chemical synaptic transmission (GO:0050804),22418
GO:0150045,BP,26311509,regulation of synaptic signaling by nitric oxide (GO:0150045),26564
GO:0050804,BP,26311509,modulation of chemical synaptic transmission (GO:0050804),26564
GO:0014069,CC,20141836,postsynaptic density (GO:0014069),69635
GO:0098794,CC,26003414,postsynapse (GO:0098794),26564
GO:0099175,BP,26003414,regulation of postsynapse organization (GO:0099175),26564
GO:0098794,CC,26834556,postsynapse (GO:0098794),270163
GO:0099084,BP,26834556,postsynaptic specialization organization (GO:0099084),270163
GO:0014069,CC,22238095,postsynaptic density (GO:0014069),19655
GO:0099645,BP,27133466,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),18191
GO:0097107,BP,27133466,postsynaptic density assembly (GO:0097107),226359
GO:0097107,BP,27133466,postsynaptic density assembly (GO:0097107),18191
GO:0097107,BP,27133466,postsynaptic density assembly (GO:0097107),227580
GO:0014069,CC,22238095,postsynaptic density (GO:0014069),11991
GO:0014069,CC,22238095,postsynaptic density (GO:0014069),76936
GO:0014069,CC,22238095,postsynaptic density (GO:0014069),53379
GO:0099175,BP,22238095,regulation of postsynapse organization (GO:0099175),19655
GO:0099175,BP,22238095,regulation of postsynapse organization (GO:0099175),76936
GO:0050804,BP,14645472,modulation of chemical synaptic transmission (GO:0050804),381677
GO:0150054,BP,20935643,regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054),16416
GO:0098880,BP,20935643,maintenance of postsynaptic specialization structure (GO:0098880),16416
GO:0098880,BP,20935643,maintenance of postsynaptic specialization structure (GO:0098880),16412
GO:0150054,BP,20935643,regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054),16412
GO:0099061,CC,8797161,integral component of postsynaptic density membrane (GO:0099061),241226
GO:0098794,CC,28706196,postsynapse (GO:0098794),216439
GO:0008039,BP,22179111,synaptic target recognition (GO:0008039),67784
GO:0008039,BP,22179111,synaptic target recognition (GO:0008039),20346
GO:0099147,CC,10207009,extrinsic component of postsynaptic density membrane (GO:0099147),245684
GO:0048786,CC,24719103,presynaptic active zone (GO:0048786),66251
GO:0098793,CC,21584649,presynapse (GO:0098793),14415
GO:0042136,BP,8336154,neurotransmitter biosynthetic process (GO:0042136),14415
GO:0098793,CC,15844209,presynapse (GO:0098793),14417
GO:0042136,BP,8336154,neurotransmitter biosynthetic process (GO:0042136),14417
GO:0099558,BP,29398357,maintenance of synapse structure (GO:0099558),14824
GO:0099558,BP,24831527,maintenance of synapse structure (GO:0099558),20346
GO:1905806,BP,24831527,regulation of synapse disassembly (GO:1905806),54712
GO:0099558,BP,24831527,maintenance of synapse structure (GO:0099558),243743
GO:1905806,BP,24831527,regulation of synapse disassembly (GO:1905806),16412
GO:0099558,BP,29398357,maintenance of synapse structure (GO:0099558),20661
GO:0099061,CC,11483650,integral component of postsynaptic density membrane (GO:0099061),20355
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,110954
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,19896
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,67025
GO:0045202,CC,25211037,synapse (GO:0045202),269261
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,269261
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,270106
GO:0045202,CC,25211037,synapse (GO:0045202),270106
GO:0045202,CC,25211037,synapse (GO:0045202),22121
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,22121
GO:0045202,CC,25211037,synapse (GO:0045202),67115
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,67115
GO:0045202,CC,25211037,synapse (GO:0045202),319195
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,319195
GO:0045202,CC,25211037,synapse (GO:0045202),66480
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,66480
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,19899
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19933
GO:0045202,CC,25211037,synapse (GO:0045202),19933
GO:0045202,CC,25211037,synapse (GO:0045202),19934
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,65019
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19934
GO:0045202,CC,25211037,synapse (GO:0045202),65019
GO:0045202,CC,25211037,synapse (GO:0045202),268449
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,268449
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19941
GO:0045202,CC,25211037,synapse (GO:0045202),68193
GO:0045202,CC,25211037,synapse (GO:0045202),19942
GO:0045202,CC,25211037,synapse (GO:0045202),19941
GO:0045202,CC,25211037,synapse (GO:0045202),26451
GO:0045202,CC,25211037,synapse (GO:0045202),19943
GO:0045202,CC,25211037,synapse (GO:0045202),19946
GO:0045202,CC,25211037,synapse (GO:0045202),19951
GO:0045202,CC,25211037,synapse (GO:0045202),66489
GO:0045202,CC,23071613,synapse (GO:0045202),26961
GO:0045202,CC,25211037,synapse (GO:0045202),57808
GO:0045202,CC,25211037,synapse (GO:0045202),19982
GO:0045202,CC,25211037,synapse (GO:0045202),19981
GO:0045202,CC,25211037,synapse (GO:0045202),67671
GO:0045202,CC,25211037,synapse (GO:0045202),56040
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,68193
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19942
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,26451
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19943
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,19944
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,114641
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19946
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19951
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,68436
GO:0045202,CC,23071613,synapse (GO:0045202),68436
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,66489
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,57808
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,54217
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19982
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,67281
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,19981
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,67671
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,67891
SYNGO:postsyn_ribosome,CC,16635246,postsynaptic ribosome,100503670
SYNGO:postsyn_ribosome,CC,16635246,postsynaptic ribosome,19988
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,19989
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,27176
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,26961
SYNGO:postsyn_ribosome,CC,14532281,postsynaptic ribosome,11837
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,56040
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,67186
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,22186
GO:0045202,CC,25211037,synapse (GO:0045202),67097
GO:0045202,CC,25211037,synapse (GO:0045202),27207
GO:0045202,CC,25211037,synapse (GO:0045202),20042
GO:0045202,CC,25211037,synapse (GO:0045202),20044
GO:0045202,CC,25211037,synapse (GO:0045202),267019
GO:0045202,CC,25211037,synapse (GO:0045202),20055
GO:0045202,CC,25211037,synapse (GO:0045202),20088
GO:0045202,CC,25211037,synapse (GO:0045202),27370
GO:0045202,CC,25211037,synapse (GO:0045202),78294
GO:0045202,CC,25211037,synapse (GO:0045202),54127
GO:0045202,CC,25211037,synapse (GO:0045202),20103
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,67097
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,27207
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,20042
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,20044
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,267019
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,20055
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,20088
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,27370
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,78294
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,54127
SYNGO:postsyn_ribosome,CC,25211037,postsynaptic ribosome,20103
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,68052
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,20054
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,20068
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,20084
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,20085
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,16898
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,67427
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,66481
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,66475
GO:0045202,CC,23071613,synapse (GO:0045202),57294
SYNGO:postsyn_ribosome,CC,16635246,postsynaptic ribosome,27050
SYNGO:postsyn_ribosome,CC,16635246,postsynaptic ribosome,20091
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,20104
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,20115
SYNGO:postsyn_ribosome,CC,15020595,postsynaptic ribosome,20116
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,76846
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,16785
SYNGO:postsyn_ribosome,CC,16452087,postsynaptic ribosome,20005
GO:0099540,BP,22949158,trans-synaptic signaling by neuropeptide (GO:0099540),11682
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,20005
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,110954
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,19896
SYNGO:translation_presynapse,BP,15020595,protein translation at presynapse,67025
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,269261
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,270106
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,22121
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,67115
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,319195
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,66480
SYNGO:translation_presynapse,BP,15020595,protein translation at presynapse,19899
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,65019
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,268449
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19941
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,68193
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19942
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,26451
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19943
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,19944
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19951
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,68436
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,66489
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,57808
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,54217
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19982
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,67281
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,19981
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,67671
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,67891
SYNGO:translation_presynapse,BP,16635246,protein translation at presynapse,100503670
SYNGO:translation_presynapse,BP,16635246,protein translation at presynapse,19988
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,19989
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,27176
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,26961
SYNGO:translation_presynapse,BP,14532281,protein translation at presynapse,11837
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,67186
SYNGO:translation_presynapse,BP,16452087,protein translation at presynapse,22186
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,67097
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,27207
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,20042
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,20044
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,267019
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,20055
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,20088
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,27370
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,78294
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,54127
SYNGO:translation_presynapse,BP,25211037,protein translation at presynapse,20103
SYNGO:translation_presynapse,BP,15020595,protein translation at presynapse,68052
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,20005
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,110954
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,19896
SYNGO:presyn_ribosome,CC,15020595,presynaptic ribosome,67025
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,269261
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,270106
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,22121
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,67115
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,319195
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,66480
SYNGO:presyn_ribosome,CC,15020595,presynaptic ribosome,19899
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,65019
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,268449
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19941
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,68193
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19942
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,26451
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19943
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,19944
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19951
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,68436
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,66489
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,57808
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,54217
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19982
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,67281
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,19981
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,67671
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,67891
SYNGO:presyn_ribosome,CC,16635246,presynaptic ribosome,100503670
SYNGO:presyn_ribosome,CC,16635246,presynaptic ribosome,19988
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,19989
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,27176
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,26961
SYNGO:presyn_ribosome,CC,14532281,presynaptic ribosome,11837
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,67186
SYNGO:presyn_ribosome,CC,16452087,presynaptic ribosome,22186
SYNGO:presyn_ribosome,CC,25211037,presynaptic ribosome,67097
